gene	correlation	pvalue	ratio of responsive genes	description
PHO23	0.0557940401413897	0.334687833434101	0.166308457711781	Probable component of the Rpd3 histone deacetylase complex, involved in transcriptional regulation of PHO5; affects termination of snoRNAs and cryptic unstable transcripts (CUTs); C-terminus has similarity to human candidate tumor suppressor p33(ING1) and its isoform ING3
PHO85	0.040643072782662	0.0163734704926376	0.923143840639653	Cyclin-dependent kinase, with ten cyclin partners; involved in regulating the cellular response to nutrient levels and environmental conditions and progression through the cell cycle
PLC1	-0.0456693414398891	0.00774529919232639	0.893922331309898	Phospholipase C, hydrolyzes phosphatidylinositol 4,5-biphosphate (PIP2) to generate the signaling molecules inositol 1,4,5-triphosphate (IP3) and 1,2-diacylglycerol (DAG); involved in regulating many cellular processes
PRE9	0.0532165504646879	0.00204289470673591	0.844974605860224	Alpha 3 subunit of the 20S proteasome, the only nonessential 20S subunit; may be replaced by the alpha 4 subunit (Pre6p) under stress conditions to create a more active proteasomal isoform
PTC1	-0.0687442124909388	6.57960915140949e-05	0.864256617108184	Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p, inactivating osmosensing MAPK cascade; involved in Fus3p activation during pheromone response; deletion affects precursor tRNA splicing, mitochondrial inheritance, and sporulation
PUS1	-0.0164615053182148	0.830782787172414	0.0796707845797732	tRNA:pseudouridine synthase, introduces pseudouridines at positions 26-28, 34-36, 65, and 67 of tRNA; nuclear protein that appears to be involved in tRNA export; also acts on U2 snRNA
RAD27	-0.022354033848524	0.188710710436917	0.919574011662329	5' to 3' exonuclease, 5' flap endonuclease, required for Okazaki fragment processing and maturation as well as for long-patch base-excision repair; member of the S. pombe RAD2/FEN1 family
RAD50	0.0218042134243519	0.199299921441741	0.923548759795581	Subunit of MRX complex, with Mre11p and Xrs2p, involved in processing double-strand DNA breaks in vegetative cells, initiation of meiotic DSBs, telomere maintenance, and nonhomologous end joining
RAD52	0.0109418203550663	0.522690777651613	0.890823454754473	Protein that stimulates strand exchange by facilitating Rad51p binding to single-stranded DNA; anneals complementary single-stranded DNA; involved in the repair of double-strand breaks in DNA during vegetative growth and meiosis
RAD6	0.00111932645422976	0.947455375441791	0.852398960113569	Ubiquitin-conjugating enzyme (E2), involved in postreplication repair (as a heterodimer with Rad18p), DSBR and checkpoint control (as a heterodimer with Bre1p), ubiquitin-mediated N-end rule protein degradation (as a heterodimer with Ubr1p
RAI1	-0.0656629499751948	0.000121100489964199	0.891906816182947	Nuclear protein with decapping endonuclease activity targeted toward mRNAs with unmethylated 7-methylguanosine cap structures; binds to and stabilizes the exoribonuclease Rat1p; required for pre-rRNA processing; homologous to human DOM3Z
RAM1	-0.164104171317988	7.1979697940475e-22	0.875209906846871	Beta subunit of the CAAX farnesyltransferase (FTase) that prenylates the a-factor mating pheromone and Ras proteins; required for the membrane localization of Ras proteins and a-factor; homolog of the mammalian FTase beta subunit
RCM1	-0.278239492482838	0.00153816072732666	0.0840048893112741	Putative cytosine 5-methyltransferase, contains seven beta-strand methyltransferase motif similar to NOP2/YNL061W; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; predicted to be involved in ribosome biogenesis
RCY1	-0.0502107602745045	0.00346276425682572	0.88278400479133	F-box protein involved in recycling plasma membrane proteins internalized by endocytosis; localized to sites of polarized growth
REG1	-0.0737948242508248	1.98021139175025e-05	0.870899925578298	Regulatory subunit of type 1 protein phosphatase Glc7p, involved in negative regulation of glucose-repressible genes
RGP1	0.00492166993886128	0.7761886009736	0.852324241974428	Subunit of a Golgi membrane exchange factor (Ric1p-Rgp1p) that catalyzes nucleotide exchange on Ypt6p
RIC1	0.0629003897526635	0.000230580505526629	0.899919694460885	Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes
RIM1	-0.000216618278733667	0.9898594747261	0.899293863916969	Single-stranded DNA-binding protein essential for mitochondrial genome maintenance; involved in mitochondrial DNA replication
RNR4	0.00865169909350706	0.612594022285053	0.892045086607222	Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits
RNY1	0.00901852781754581	0.601158488949544	0.86621159979105	Vacuolar RNase of the T(2) family, relocalizes to the cytosol where it cleaves tRNAs upon oxidative or stationary phase stress; promotes apoptosis under stress conditions and this function is independent of its catalytic activity
RPB9	0.0234377107199581	0.663503936729657	0.201441353133422	RNA polymerase II subunit B12.6; contacts DNA; mutations affect transcription start site selection and fidelity of transcription
RPD3	0.110131459096648	0.126340211583864	0.107049104224268	Histone deacetylase; regulates transcription, silencing, and other processes by influencing chromatin remodeling; forms at least two different complexes which have distinct functions and members
RPN13	0.138846183408837	0.00100753518657635	0.252290522906626	Subunit of the 19S regulatory particle of the 26S proteasome lid; acts as a ubiquitin receptor for the proteasome; null mutants accumulate ubiquitinated Gcn4p and display decreased 26S proteasome stability
RPS0B	-0.115583310539005	6.86121621277713e-12	0.877085621528342	Protein component of the small (40S) ribosomal subunit, nearly identical to Rps0Ap; required for maturation of 18S rRNA along with Rps0Ap; deletion of either RPS0 gene reduces growth rate, deletion of both genes is lethal
RRG9	-0.103929887025936	1.53008034858273e-09	0.869083370983302	Protein of unknown function; null mutant lacks mitochondrial DNA and cannot grow on glycerol; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
RRP6	-0.263296033851765	0.0095454628513041	0.0601945820102991	Nuclear exosome exonuclease component; has 3'-5' exonuclease activity; involved in RNA processing, maturation, surveillance, degradation, tethering, and export; has similarity to E. coli RNase D and to human PM-Sc1 100 (EXOSC10); mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay
RSA1	-0.104711113454154	0.138056103157419	0.10674876402744	Protein involved in the assembly of 60S ribosomal subunits; functionally interacts with Dbp6p; functions in a late nucleoplasmic step of the assembly
RSC1	0.100905385741362	0.0852014960207746	0.169440342372487	Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; contains two essential bromodomains, a bromo-adjacent homology (BAH) domain, and an AT hook
RSC2	-0.0399892357843063	0.0190530588604492	0.898681211302786	Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; involved in telomere maintenance
RSC30	-0.0820858949013379	0.194912712418064	0.131441326072927	Component of the RSC chromatin remodeling complex; non-essential gene required for regulation of ribosomal protein genes and the cell wall/stress response; highly similar to Rsc3p; null mutants are osmosensitive
RTF1	0.582059411111019	1.42820666933557e-05	0.0389275839405668	Subunit of RNAPII-associated chromatin remodeling Paf1 complex; regulates gene expression by directing cotranscriptional histone modification, influences transcription and chromatin structure through several independent functional domains; directly or indirectly regulates DNA-binding properties of Spt15p and relative activities of different TATA elements; involved in transcription elongation as demonstrated by the G-less-based run-on (GLRO) assay
RTG3	-0.0259416491017979	0.734766027392179	0.0699928048091047	Basic helix-loop-helix-leucine zipper (bHLH/Zip) transcription factor that forms a complex with another bHLH/Zip protein, Rtg1p, to activate the retrograde (RTG) and TOR pathways
RTT109	-0.04766520085193	0.00621562879049976	0.844458559882553	Histone acetyltransferase critical for cell survival in the presence of DNA damage during S phase; acetylates H3-K56 and H3-K9; involved in non-homologous end joining and in regulation of Ty1 transposition; interacts physically with Vps75p
RXT2	0.0879394345111753	0.137927478135813	0.163319930591234	Subunit of the histone deacetylase Rpd3L complex; possibly involved in cell fusion and invasive growth
SAC3	-0.134970397987882	0.042653870653944	0.132022026721123	Nuclear pore-associated protein; required for biogenesis of the small ribosomal subunit; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; similar to the human germinal center-associated nuclear protein (GANP)
SAM4	0.134807958297456	0.104738311334937	0.0784083293531703	S-adenosylmethionine-homocysteine methyltransferase, functions along with Mht1p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio
SAP30	-0.0276479559184771	0.108712459941177	0.856834426681466	Subunit of a histone deacetylase complex, along with Rpd3p and Sin3p, that is involved in silencing at telomeres, rDNA, and silent mating-type loci; involved in telomere maintenance
SDS3	-0.0330698091022652	0.0541964240152972	0.865766931394761	Component of the Rpd3p/Sin3p deacetylase complex required for its structural integrity and catalytic activity, involved in transcriptional silencing and required for sporulation; cells defective in SDS3 display pleiotropic phenotypes
SEH1	0.203816293758	0.0296252246695576	0.0529618671872913	Component of two distinct complexes; subunit of the Nup84 nuclear pore sub-complex (NPC) and the Seh1-associated (SEA) complex; the the NUP84 subcomplex contributes to nucleocytoplasmic transport and NPC biogenesis; the SEA complex is a coatamer-related complex that associates dynamically with the vacuole; homologous to human SEH1
SEM1	0.004560138452326	0.951827887534424	0.093655046086615	Component of the lid subcomplex of the regulatory subunit of the 26S proteasome; involved in mRNA export mediated by the TREX-2 complex (Sac3p-Thp1p); ortholog of human DSS1
SET2	-0.110763448844074	7.31097003384732e-11	0.904664483082151	Histone methyltransferase with a role in transcriptional elongation, methylates a lysine residue of histone H3; associates with the C-terminal domain of Rpo21p; histone methylation activity is regulated by phosphorylation status of Rpo21p
SFP1	-0.382536374768278	1.14081683230644e-24	0.328383791297212	Regulates transcription of ribosomal protein and biogenesis genes; regulates response to nutrients and stress, G2/M transitions during mitotic cell cycle and DNA-damage response, and modulates cell size; regulated by TORC1 and Mrs6p; sequence of zinc finger, ChIP localization data, and protein-binding microarray (PBM) data, and computational analyses suggest it binds DNA directly at highly active RP genes and indirectly through Rap1p at others; can form the [ISP+] prion
SGF73	-0.034933073598473	0.731395230838899	0.0580311328272455	SAGA complex subunit; has a role in anchoring the deubiquitination module into SAGA and SLIK complexes; involved in preinitiation complex assembly at promoters; human ortholog ataxin-7 is associated with spinocerebellar ataxia diseases; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay
SIN3	0.192345281502604	0.00427820087592149	0.126045709584529	Component of the Sin3p-Rpd3p histone deacetylase complex, involved in transcriptional repression and activation of diverse processes, including mating-type switching and meiosis; involved in the maintenance of chromosomal integrity
SIN4	0.0991643658441846	0.118579666698332	0.12164531411868	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription
SIR1	-0.220267167127707	0.301018813321503	0.00893656676897748	Protein involved in repression of transcription at the silent mating-type loci HML and HMR; recruitment to silent chromatin requires interactions with Orc1p and with Sir4p, through a common Sir1p domain; binds to centromeric chromatin
SIR2	0.383431384773574	0.00228655429986937	0.022309876927374	Conserved NAD+ dependent histone deacetylase of the Sirtuin family; involved in regulation of lifespan; plays roles in silencing at HML, HMR, telomeres, and the rDNA locus; negatively regulates initiation of DNA replication; functions as a regulator of autophagy like mammalian homolog SIRT1, and also of mitophagy
SIR3	0.414072893168435	8.81644303713397e-07	0.0466373840653933	Silencing protein that interacts with Sir2p and Sir4p, and histone H3 and H4 tails, to establish a transcriptionally silent chromatin state; required for spreading of silenced chromatin; recruited to chromatin through interaction with Rap1p
SIR4	0.409167502779163	1.46540423350968e-05	0.0379432227933166	Silent information regulator that, together with SIR2 and SIR3, is involved in assembly of silent chromatin domains at telomeres and the silent mating-type loci; potentially phosphorylated by Cdc28p; some alleles of SIR4 prolong lifespan
SIS2	-0.0175537545049112	0.334638753566359	0.715834246026159	Negative regulatory subunit of protein phosphatase 1 Ppz1p and also a subunit of the phosphopantothenoylcysteine decarboxylase (PPCDC; Cab3p, Sis2p, Vhs3p) complex, which catalyzes the third step of coenzyme A biosynthesis
SIT4	-0.286152945988231	1.12147864323892e-06	0.153647315221821	Type 2A-related serine-threonine phosphatase that functions in the G1/S transition of the mitotic cycle; cytoplasmic and nuclear protein that modulates functions mediated by Pkc1p including cell wall and actin cytoskeleton organization
SLX5	-0.00932699728499082	0.582951742914247	0.91098873771422	Subunit of the Slx5-Slx8 SUMO-targeted ubiquitin ligase (STUbL) complex, stimulated by SUMO-modified substrates; contains a RING domain and two SIMs (SUMO-interacting motifs); forms SUMO-dependent nuclear foci, including DNA repair centers
SLX8	0.0212724947874648	0.204654520295998	0.949045937330746	Subunit of the Slx5-Slx8 SUMO-targeted ubiquitin ligase (STUbL) complex; stimulated by prior attachment of SUMO to the substrate; contains a C-terminal RING domain
SNF12	0.0789177610466534	0.199474508687914	0.117790237662857	73 kDa subunit of the SWI/SNF chromatin remodeling complex involved in transcriptional regulation; homolog of Rsc6p subunit of the RSC chromatin remodeling complex; deletion mutants are temperature-sensitive
SNF2	0.0862145317647165	0.248495225595087	0.0742450321370306	Catalytic subunit of the SWI/SNF chromatin remodeling complex involved in transcriptional regulation; contains DNA-stimulated ATPase activity; functions interdependently in transcriptional activation with Snf5p and Snf6p
SNF5	0.206124793783453	0.00870867385386686	0.0816470122302898	Subunit of the SWI/SNF chromatin remodeling complex involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf6p
SNF6	0.12767484198648	0.0248056579002786	0.143499081783327	Subunit of the SWI/SNF chromatin remodeling complex involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf5p
SNF7	0.2074518595676	0.0146279165660328	0.0629212212920438	One of four subunits of the endosomal sorting complex required for transport III (ESCRT-III); involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway; recruited from the cytoplasm to endosomal membranes
SNF8	0.111671457342329	0.145908792718201	0.0754881924684488	Component of the ESCRT-II complex, which is involved in ubiquitin-dependent sorting of proteins into the endosome; appears to be functionally related to SNF7; involved in glucose derepression
SNT309	-0.132322305723426	0.0611326730239696	0.128818131223026	Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; interacts physically and genetically with Prp19p
SOH1	0.185940271475242	0.0218169021707161	0.0925925412854142	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; involved in telomere maintenance; conserved with other metazoan MED31 subunits
SPT20	0.0415405223663866	0.443832824728214	0.17310439645426	Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay
SPT21	0.0185992685914436	0.276090159868447	0.899190688601312	Protein with a role in transcriptional silencing; required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2, but not required at the other histone loci; functionally related to Spt10p
SPT3	0.172573367493724	0.0106938721278388	0.0993053541714322	Subunit of the SAGA and SAGA-like transcriptional regulatory complexes, interacts with Spt15p to activate transcription of some RNA polymerase II-dependent genes, also functions to inhibit transcription at some promoters
SPT4	0.216491452626136	0.00284455826568773	0.107028619091665	Component of the universally conserved Spt4/5 complex (DSIF complex); the complex has multiple roles in concert with RNA polymerases I and II, including regulation of transcription elongation, RNA processing, quality control, and transcription-coupled DNA repair; Spt4p also localizes to kinetochores and heterochromatin and affects chromosome dynamics and silencing; required for transcription through lengthy trinucleotide repeats in ORFs or non-protein coding regions
SPT7	0.138995320423054	0.0264556657440559	0.117859687607511	Subunit of the SAGA transcriptional regulatory complex, involved in proper assembly of the complex; also present as a C-terminally truncated form in the SLIK/SALSA transcriptional regulatory complex
SPT8	0.0665501550174737	0.329180916577187	0.0952042450414144	Subunit of the SAGA transcriptional regulatory complex but not present in SAGA-like complex SLIK/SALSA, required for SAGA-mediated inhibition at some promoters
SRB2	0.0515561218326826	0.508171200976483	0.0970978514840224	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; general transcription factor involved in telomere maintenance
SRB5	0.020438893752455	0.817460380174625	0.0759000482973641	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; required for proper termination of transcription for some genes; involved in telomere maintenance
SRB8	-0.151615255635817	4.76826697240486e-19	0.911513297241601	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression
SRO9	-0.1574409947656	0.237876256337326	0.0395474792836665	Cytoplasmic RNA-binding protein; associates with translating ribosomes; involved in heme regulation of Hap1p as a component of the HMC complex, also involved in the organization of actin filaments; contains a La motif; SRO9 has a paralog, SLF1, that arose from the whole genome duplication
SRP40	-0.00882472358457635	0.598741622227995	0.956710061924962	Nucleolar, serine-rich protein with a role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140
SRV2	-0.122656966738569	1.09325093772927e-12	0.869878571515447	CAP (cyclase-associated protein) subunit of adenylyl cyclase complex; N-terminus binds adenylyl cyclase and facilitates activation by RAS; C-terminus binds ADP-actin monomers, facilitating regulation of actin dynamics and cell morphogenesis
SSN2	-0.114653228408206	1.95985681934115e-11	0.907247822494248	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for stable association of Srb10p-Srb11p kinase; essential for transcriptional regulation
SSN3	-0.166127350069124	1.41519268091962e-22	0.909767869498137	Cyclin-dependent protein kinase, component of RNA polymerase II holoenzyme; involved in phosphorylation of the RNA polymerase II C-terminal domain; involved in glucose repression
SSN8	-0.152667308903125	2.83655890425704e-19	0.913537975758723	Cyclin-like component of the RNA polymerase II holoenzyme, involved in phosphorylation of the RNA polymerase II C-terminal domain; involved in glucose repression and telomere maintenance
STB5	0.117921340901432	7.40515798698716e-12	0.860187118273038	Transcription factor, involved in regulating multidrug resistance and oxidative stress response; forms a heterodimer with Pdr1p; contains a Zn(II)2Cys6 zinc finger domain that interacts with a pleiotropic drug resistance element in vitro
STP1	-0.000755905067617474	0.964419755155078	0.912879259249252	Transcription factor, undergoes proteolytic processing by SPS (Ssy1p-Ptr3p-Ssy5p)-sensor component Ssy5p in response to extracellular amino acids; activates transcription of amino acid permease genes and may have a role in tRNA processing
SWA2	-0.06031666439209	0.000535053591839004	0.829114328955395	Auxilin-like protein involved in vesicular transport; clathrin-binding protein required for uncoating of clathrin-coated vesicles
SWD3	0.127050823409393	0.14503267415949	0.0947369600363124	Essential subunit of the COMPASS (Set1C) complex, which methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member and ortholog of mammalian WDR5
SWI3	0.203349804792061	0.00396804586757775	0.0974350017384568	Subunit of the SWI/SNF chromatin remodeling complex, which regulates transcription by remodeling chromosomes; required for transcription of many genes, including ADH1, ADH2, GAL1, HO, INO1 and SUC2
SWI6	-0.0190487389459376	0.266961002888851	0.873348664832985	Transcription cofactor; forms complexes with Swi4p and Mbp1p to regulate transcription at the G1/S transition; involved in meiotic gene expression; also binds Stb1p to regulate transcription at START; cell wall stress induces phosphorylation by Mpk1p, which regulates Swi6p localization; required for the unfolded protein response, independently of its known transcriptional coactivators
TCO89	-0.0496604342930384	0.477331372411203	0.100576068511903	Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p), a complex that regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin
TFB5	0.326306693232332	2.27769548926032e-08	0.162421755694502	Component of the RNA polymerase II general transcription and DNA repair factor TFIIH; involved in transcription initiation and in nucleotide-excision repair; homolog of Chlamydomonas reinhardtii REX1-S protein involved in DNA repair
THP1	-0.118472746754546	4.20940298413514e-12	0.863195985479512	Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding
TLC1	-0.00460856330605744	0.790852230998877	0.830380920653624	TLC1 RNA contains a template sequence that Est2p uses to add irregular repeats of TG(1-3) residues onto a DNA end; RNA template component of telomerase
TMA23	-0.0771842681506493	6.78457453130939e-06	0.872094497589626	Nucleolar protein implicated in ribosome biogenesis; deletion extends chronological lifespan
TPS2	-0.00417725372093493	0.950876605180673	0.106026828203612	Phosphatase subunit of the trehalose-6-phosphate synthase/phosphatase complex, which synthesizes the storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway
TRM10	-0.0375366724538178	0.569455277544972	0.10472276215197	tRNA methyltransferase, methylates the N-1 position of guanosine in tRNAs
TSL1	-0.0353851721578673	0.0461513351713886	0.755721655865364	Large subunit of trehalose 6-phosphate synthase (Tps1p)/phosphatase (Tps2p) complex, which converts uridine-5'-diphosphoglucose and glucose 6-phosphate to trehalose, similar to Tps3p and may share function; mutant has aneuploidy tolerance
TUB3	-0.0577280749933645	0.000718285820591897	0.910861912654914	Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules; expressed at lower level than Tub1p
TUP1	-0.0550686012745952	0.00154501662436134	0.871060526037003	General repressor of transcription, forms complex with Cyc8p, involved in the establishment of repressive chromatin structure through interactions with histones H3 and H4, appears to enhance expression of some genes
UAF30	-0.35097053281416	1.75628676412232e-08	0.145492850196593	Subunit of UAF (upstream activation factor), which is an RNA polymerase I specific transcription stimulatory factor composed of Uaf30p, Rrn5p, Rrn9p, Rrn10p, histones H3 and H4; deletion decreases cellular growth rate
UBA4	0.0496797464914665	0.53271765460211	0.10586292768872	Protein that activates Urm1p before its conjugation to proteins (urmylation); also acts in thiolation of the wobble base of cytoplasmic tRNAs by adenylating and then thiolating Urm1p; receives sulfur from Tum1p
UBC4	-0.0757505004176831	0.485591843579022	0.0474654072288291	Ubiquitin-conjugating enzyme (E2), mediates degradation of abnormal or excess proteins, including calmodulin and histone H3; interacts with many SCF ubiquitin protein ligases; component of the cellular stress response
UBC6	0.297844360881163	0.0397772839471746	0.0202129358760077	Ubiquitin-conjugating enzyme involved in ER-associated protein degradation; located at the cytosolic side of the ER membrane; tail region contains a transmembrane segment at the C-terminus; substrate of the ubiquitin-proteasome pathway
UBP10	-0.231323960943418	9.63731858391165e-05	0.157288111580942	Ubiquitin-specific protease that deubiquitinates ubiquitin-protein moieties; may regulate silencing by acting on Sir4p; involved in posttranscriptionally regulating Gap1p and possibly other transporters; primarily located in the nucleus
UBP3	-0.280505557597771	2.29340310116685e-06	0.196378555552615	Ubiquitin-specific protease involved in transport and osmotic response; interacts with Bre5p to co-regulate anterograde and retrograde transport between the ER and Golgi; involved in transcription elongation in response to osmostress through phosphorylation at Ser695 by Hog1p; inhibitor of gene silencing; cleaves ubiquitin fusions but not polyubiquitin; also has mRNA binding activity
UBR1	0.260306577557582	5.36806948903701e-05	0.171894204345304	E3 ubiquitin ligase (N-recognin), forms heterodimer with Rad6p to ubiquitinate substrates in the N-end rule pathway; regulates peptide transport via Cup9p ubiquitination; mutation in human UBR1 causes Johansson-Blizzard Syndrome (JBS)
UBR2	-0.0667900476906358	0.000327666129768738	0.639326238231573	Cytoplasmic ubiquitin-protein ligase (E3); required for ubiquitylation of Rpn4p; mediates formation of a Mub1p-Ubr2p-Rad6p complex
UBX2	0.0658915160266285	0.000119233545438652	0.90554093206606	Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis
UPF3	0.226573347571717	8.32044627501751e-38	0.763275718056331	Component of the nonsense-mediated mRNA decay (NMD) pathway, along with Nam7p and Nmd2p; involved in decay of mRNA containing nonsense codons; involved in telomere maintenance
URM1	0.0302968704899169	0.723300976770259	0.0833090804493248	Ubiquitin-like protein involved in thiolation of cytoplasmic tRNAs; receives sulfur from the E1-like enzyme Uba4p and transfers it to tRNA; also functions as a protein tag with roles in nutrient sensing and oxidative stress response
UTP30	0.00249046585252469	0.972435443444614	0.081043323867142	Putative subunit of U3-containing 90S preribosome complex; complex is involved in production of 18S rRNA and assembly of small ribosomal subunit
VAC8	-0.0697581544839249	0.301881551491538	0.100078616408784	Phosphorylated and palmitoylated vacuolar membrane protein that interacts with Atg13p, required for the cytoplasm-to-vacuole targeting (Cvt) pathway; interacts with Nvj1p to form nucleus-vacuole junctions
VPS1	0.0249084492904292	0.142095825294905	0.924734045664903	Dynamin-like GTPase required for vacuolar sorting; also involved in actin cytoskeleton organization, endocytosis, late Golgi-retention of some proteins, regulation of peroxisome biogenesis
VPS15	0.00986048024056772	0.566943359952995	0.875090606276478	Myristoylated serine/threonine protein kinase involved in vacuolar protein sorting; functions as a membrane-associated complex with Vps34p; active form recruits Vps34p to the Golgi membrane; interacts with the GDP-bound form of Gpa1p
VPS16	0.195368015410249	0.0111533544355406	0.105524523611453	Subunit of the vacuole fusion and protein sorting HOPS complex and the CORVET tethering complex; part of the Class C Vps complex essential for membrane docking and fusion at Golgi-to-endosome and endosome-to-vacuole protein transport stages
VPS25	0.190688271456481	0.00823314940342794	0.087383640800028	Component of the ESCRT-II complex, which is involved in ubiquitin-dependent sorting of proteins into the endosome
VPS3	0.00920301320463956	0.595610905547179	0.852933359167705	Component of CORVET tethering complex; cytoplasmic protein required for the sorting and processing of soluble vacuolar proteins, acidification of the vacuolar lumen, and assembly of the vacuolar H+-ATPase
VPS36	0.117457529280978	0.0793987794743489	0.0934202735316172	Component of the ESCRT-II complex; contains the GLUE (GRAM Like Ubiquitin binding in EAP45) domain which is involved in interactions with ESCRT-I and ubiquitin-dependent sorting of proteins into the endosome
VPS41	0.0892555920581715	0.308797638069112	0.0832294504355193	Vacuolar membrane protein that is a subunit of the homotypic vacuole fusion and vacuole protein sorting (HOPS) complex; essential for membrane docking and fusion at the Golgi-to-endosome and endosome-to-vacuole stages of protein transport
VPS8	-0.0379391811442376	0.0281725146875628	0.839260795692847	Membrane-binding component of the CORVET complex; involved in endosomal vesicle tethering and fusion in the endosome to vacuole protein targeting pathway; interacts with Vps21p; contains RING finger motif
XRN1	-0.055189919768901	0.00114072292669019	0.883796811023892	Evolutionarily-conserved 5'-3' exonuclease component of cytoplasmic processing (P) bodies involved in mRNA decay; plays a role in microtubule-mediated processes, filamentous growth, ribosomal RNA maturation, and telomere maintenance; activated by the scavenger decapping enzyme Dcs1p
YBR285W	0.00140536838784331	0.985230823024337	0.0841498368135126	Putative protein of unknown function; YBR285W is not an essential gene
YHR003C	0.110776520950093	0.0521132973434093	0.144109083681244	Protein of unknown function, localized to the mitochondrial outer membrane
YKR023W	-0.00337044778084315	0.954664700927501	0.1286231928366	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YPK1	0.0203674383792895	0.235591404898044	0.887869043445415	Serine/threonine protein kinase; phosphorylates and downregulates flippase activator Fpk1p; also inactivates Orm1p and Orm2p (inhibitors of serine:palmitoyl-coenzyme A transferase) by phosphorylation in response to compromised sphingolipid synthesis; mutations affect receptor-mediated endocytosis and sphingolipid-mediated and cell integrity signaling pathways; homolog of mammalian kinase SGK
YPT6	0.00603709700907849	0.729823800667605	0.830068550649173	Rab family GTPase, Ras-like GTP binding protein involved in the secretory pathway, required for fusion of endosome-derived vesicles with the late Golgi, maturation of the vacuolar carboxypeptidase Y; has similarity to the human GTPase, Rab6
YTA7	-0.0796442168739439	2.65310311630415e-06	0.921219544989126	Protein that localizes to chromatin and has a role in regulation of histone gene expression; has a bromodomain-like region that interacts with the N-terminal tail of histone H3, and an ATPase domain; potentially phosphorylated by Cdc28p
YVH1	0.0234283857863855	0.787376462703876	0.0948015759556043	Protein phosphatase involved in vegetative growth at low temperatures, sporulation, and glycogen accumulation; mutants are defective in 60S ribosome assembly; member of the dual-specificity family of protein phosphatases
